year,month,day,hour,season,is_weekend,station_type,temperature_C,humidity_pct,wind_speed_kmh,rainfall_mm,traffic_density,vehicles_per_km2,industrial_proximity,population_density,green_cover_pct,PM2_5,PM10,NO2,SO2,CO,O3,Benzene,Toluene,dew_point_C,atm_pressure_hpa,visibility_km,wind_direction_deg,solar_radiation_wm2,cloud_cover_pct,road_dust_index,construction_activity_index,uv_index,pollen_count,mixing_layer_height_m,boundary_layer_temp_C,soil_moisture_index,aerosol_optical_depth,black_carbon_ugm3,organic_carbon_ugm3,secondary_organic_aerosol,nitrate_ugm3,sulfate_ugm3,ammonium_ugm3,methane_ppm,formaldehyde_ugm3,xylene_ugm3,heavy_metal_index,lead_ngm3,arsenic_ngm3,noise_level_db,light_pollution_index,waste_burning_index,crop_burning_index,diesel_generator_index,two_wheeler_density,power_plant_proximity,AQI
2020,3,2,15,Spring,0,Residential,31.8,71.8,4.9,1.01,5.0,67.0,4.1,117.0,12.9,39.6,63.3,14.9,10.6,0.75,88.0,1.5,3.08,20.7,1002.6,13.5,0.2365,0.279,-1.0188,0.2785,-0.2492,-1.3572,0.2399,-1.533,-0.8542,0.5258,2.1636,0.1443,-0.0338,0.4282,0.6424,-1.1325,-1.2379,0.5046,-0.5616,-0.5121,-1.3237,-1.4407,0.1379,0.8007,-0.6388,0.9068,1.0669,-0.9566,0.6813,-0.6028,228.2
2021,2,22,12,Winter,0,Traffic,27.4,50.1,5.1,1.66,51.8,618.0,3.7,119.0,1.5,139.2,209.4,87.2,40.3,2.89,75.5,6.48,13.34,19.0,1005.1,11.3,-0.2206,0.2278,-1.9382,-0.9655,-0.425,-0.1828,-1.2551,0.1173,-1.7625,-2.4928,-1.6084,1.0427,-2.2091,2.3128,-2.0453,0.9182,-0.4211,-0.0312,1.5688,-0.0397,0.4943,1.2321,0.1003,-0.5493,0.771,0.6381,-0.0089,-1.8872,0.6667,-0.1209,202.7
2020,6,1,2,Monsoon,0,Traffic,37.7,35.4,9.8,0.52,82.8,995.0,7.8,80.0,3.5,207.5,312.0,122.8,58.7,3.94,56.8,9.06,19.04,24.0,1001.3,9.2,-0.4958,0.992,1.1024,1.4973,-2.7136,0.9334,-0.0405,0.0692,0.7934,-1.2999,-1.9547,-2.1987,-1.3671,-0.0194,0.5197,2.3549,-0.1407,-1.1777,0.2442,0.8486,1.1998,1.7344,0.4373,-0.4175,-1.5979,-0.2045,-0.2012,0.7055,1.0433,-0.8375,299.3
2022,9,28,6,Autumn,1,Residential,23.0,86.7,22.6,1.95,64.4,782.0,1.5,92.0,7.8,74.8,115.1,41.3,21.1,1.73,90.6,3.24,6.18,14.2,1006.5,13.3,0.4329,-1.1047,-2.2886,-1.3467,0.5952,-0.8612,0.9785,1.0095,-1.9715,1.3619,0.9314,0.3951,0.8696,-0.0001,-0.1011,0.0511,0.7636,-0.4179,-1.7746,1.8705,1.4718,-0.0575,1.0943,-0.5087,-1.6687,-0.6738,1.3139,-1.3793,0.5185,0.7754,181.0
2019,6,12,14,Monsoon,0,Residential,35.8,71.7,,0.02,32.9,407.0,2.1,68.0,16.1,71.5,108.0,41.2,20.0,1.53,81.0,3.15,6.9,24.5,1002.0,13.1,0.6134,-1.5078,-0.2909,-1.1518,1.7089,-0.7019,-0.3837,0.0835,-1.6765,0.5244,1.5424,-0.3585,0.1124,1.3012,-1.0312,-0.5888,-0.3487,-0.7246,0.1036,-0.5414,-0.9579,1.1803,-2.1585,0.714,0.1392,1.23,-0.1694,0.7849,-0.3057,0.5647,229.5
2023,7,23,0,Monsoon,0,Traffic,22.5,60.7,0.5,1.34,89.1,1063.0,1.3,52.0,16.9,180.3,269.5,113.8,49.0,3.39,55.1,8.23,17.04,15.3,1006.6,10.1,2.0919,0.2288,-0.128,0.2163,2.0124,-1.835,-0.4617,0.3248,0.7713,-0.1775,1.2896,-1.419,0.481,-1.6385,0.0836,0.3906,0.1045,-0.5791,-0.7717,0.5779,0.4373,0.9341,1.024,1.0774,-1.2533,0.1913,-0.6775,0.4528,-0.5229,-0.2599,169.4
2023,9,21,15,Autumn,0,Residential,18.1,41.2,5.5,2.07,57.5,686.0,3.2,106.0,12.6,142.5,212.3,86.9,36.7,2.76,67.1,6.55,13.87,10.1,1008.0,11.3,0.38,1.2674,1.2827,-0.1879,0.0533,-1.7917,0.9675,-1.2477,0.4145,-0.2177,-0.3992,-1.0803,0.3796,-0.8303,1.507,1.4694,-0.7976,-0.451,-0.1785,-0.7911,0.6862,-2.2536,0.7215,-0.9153,-1.0439,-0.9822,-1.7376,0.7384,0.4184,0.5882,189.2
2021,10,23,16,Autumn,1,Residential,16.9,41.7,6.3,5.01,34.5,408.0,10.0,109.0,13.3,164.1,241.6,97.8,46.1,3.37,67.9,7.69,16.5,10.6,1008.9,10.5,0.3324,-1.4038,0.308,-0.1079,-1.1925,0.2015,0.4097,-0.701,0.0916,2.1527,0.627,-0.2751,-0.3034,-0.1879,0.8908,-0.6527,-0.8037,0.1048,-0.0326,0.0424,-0.7253,0.5234,-0.7124,-0.2389,0.1391,-1.381,0.7557,-0.151,-0.6547,-0.124,307.8
2019,6,23,3,Monsoon,1,Traffic,16.4,63.0,1.5,0.96,120.2,1435.0,2.2,44.0,7.3,240.9,361.2,152.4,67.0,4.98,47.2,11.03,23.15,11.5,1009.4,9.5,-0.6589,-1.4779,-0.5008,1.7862,-0.4714,1.6145,0.4533,-1.029,1.8572,1.5066,0.1744,-0.814,0.0609,0.2514,-0.1959,1.268,0.0605,0.5452,-1.2236,-0.4642,-0.4778,0.3519,-0.8095,-1.6508,-1.5726,0.6068,0.7724,-0.9674,-0.2914,0.2263,226.0
2019,2,5,16,Winter,0,Residential,31.9,51.6,11.4,2.9,38.7,449.0,3.0,72.0,17.4,92.2,142.6,57.3,25.7,1.73,87.6,4.1,8.37,22.3,1002.4,12.3,0.2523,0.0408,0.7574,0.4224,1.0308,-1.9195,0.4672,1.509,1.3201,-0.3135,-0.3818,-0.7205,-1.4533,-0.5273,0.7439,0.1575,-1.0092,-0.0589,-0.3028,-0.327,0.4516,1.2257,0.2041,0.2735,-0.9987,1.7328,0.9515,0.5189,-0.9041,0.473,165.6
2021,12,8,7,Winter,0,Industrial,19.3,63.9,33.6,1.82,87.0,1041.0,1.0,89.0,5.7,106.3,161.2,64.8,29.3,2.03,74.6,5.02,10.88,11.5,1006.8,12.6,1.6873,1.8723,-0.1343,-1.2593,-0.4151,-0.4059,0.5421,0.4905,0.8631,0.9482,-0.7639,-1.6394,-1.8964,-1.3073,0.159,-1.2117,-0.8705,-0.7017,0.9844,-0.3076,-0.8651,-1.9272,-2.0389,-0.9441,1.6117,-0.0943,-0.9625,-0.115,0.1284,-1.7511,114.6
2019,4,1,10,Spring,0,Traffic,16.7,66.7,23.3,5.23,45.8,562.0,6.4,91.0,18.6,129.3,192.1,80.9,37.4,2.67,60.3,5.64,11.88,10.1,1008.0,11.4,1.6163,-3.5365,-0.3285,-0.0336,0.6136,-0.5314,-0.1379,0.2516,-2.3854,0.3816,-0.0458,1.563,-2.8777,0.9052,1.6579,-0.5487,0.5408,0.2932,1.8188,1.2286,1.0344,-1.5436,-1.0216,-1.1055,-1.1275,-1.0628,-0.1256,1.083,-0.2762,0.9333,169.9
2021,7,6,22,Monsoon,0,Background,32.4,51.9,1.8,1.02,68.4,834.0,8.8,133.0,4.9,220.4,333.9,135.9,59.2,4.33,62.0,9.92,21.07,20.5,1002.4,10.3,-0.1781,0.7588,-0.6092,1.1492,2.2585,0.4027,-0.6015,0.0907,-2.341,-0.8502,0.3916,1.726,2.1648,-2.5245,2.3535,-0.4035,-0.4259,-1.1536,-0.2811,0.0096,-2.5942,0.0024,-0.7329,1.3847,-0.7755,0.2542,0.3863,-2.8598,-0.8502,0.1807,350.0
2019,4,5,7,Spring,1,Traffic,29.0,90.5,16.7,0.77,42.4,514.0,2.2,74.0,2.8,79.6,121.1,45.9,22.9,1.48,68.6,,7.63,17.6,1004.0,13.3,1.5171,-0.676,0.1065,-0.0264,-1.0698,-0.2776,-0.628,-1.2721,-1.1206,-1.0746,0.0295,-1.531,-0.7332,0.8197,0.9276,-0.5067,0.8018,-0.598,0.6344,1.0472,0.0625,0.2149,0.1671,0.2644,-1.8364,0.2877,0.8797,-0.2301,-0.0862,-0.5976,195.5
2020,7,14,3,Monsoon,1,Industrial,34.7,46.4,9.8,4.36,34.0,424.0,10.0,84.0,16.0,155.7,231.4,90.2,40.7,3.22,,7.04,15.15,24.0,1002.8,11.2,0.1747,-0.4506,-0.9599,-1.3617,0.5662,-0.7097,-0.9293,0.9309,-0.9626,-1.2274,-0.6531,1.5034,-0.3546,-0.7892,1.1629,-1.1884,1.9875,0.771,1.3311,-1.2465,-0.2378,-0.9873,-1.0765,0.2452,1.0502,1.1318,1.1102,-0.4415,-0.8493,-0.2455,345.2
2021,2,24,21,Winter,0,Residential,30.6,42.9,4.8,0.1,78.1,943.0,1.0,102.0,17.5,145.6,223.8,84.4,41.3,2.95,74.0,6.76,14.31,19.1,1002.6,11.3,-1.7368,-0.5477,0.6993,0.2628,1.5185,0.717,0.1832,-0.4446,-0.1386,1.1305,-1.5363,-0.3892,-0.362,-1.9409,2.3744,-0.3951,-2.1553,1.2528,-1.5009,0.3549,0.543,-0.7712,1.2603,-0.9896,-0.5946,-0.91,-1.527,2.2432,-0.2023,1.0402,152.5
2023,2,18,19,Winter,0,Industrial,19.2,67.6,6.2,0.29,75.1,907.0,2.7,80.0,6.3,156.3,229.3,93.9,44.4,3.51,67.3,7.51,15.92,11.4,1008.8,10.6,-1.1126,-0.5749,2.263,-1.6419,-0.7204,-0.9571,1.1646,-0.5368,0.1923,0.9793,1.3381,0.5548,-0.4732,-0.764,1.3946,-0.8243,0.9551,0.3412,-1.3279,-0.5546,1.6719,-0.3705,0.6116,0.114,0.4046,1.3628,-0.0931,-0.6666,1.4657,0.5992,180.5
2023,9,10,16,Autumn,0,Residential,26.7,68.7,15.2,0.17,93.6,1134.0,2.1,77.0,13.7,166.8,250.1,99.8,44.4,3.16,59.5,7.78,16.46,18.5,1005.9,11.5,1.192,-1.2942,-0.2865,-1.031,1.3479,-0.4245,0.2873,0.1848,2.4585,0.9162,0.8776,0.3947,-2.2544,-1.499,-2.3761,0.3094,0.4867,-0.5084,0.4633,-0.407,2.1762,-0.5597,-0.5978,-0.168,-1.5179,0.1961,0.8301,0.3262,1.1616,1.378,173.3
2019,12,23,13,Winter,1,Background,27.1,42.0,5.2,3.7,64.1,775.0,3.4,75.0,17.3,137.1,202.3,80.4,40.5,2.5,65.4,6.13,13.03,17.5,1003.9,11.4,1.6913,-0.3862,-0.9308,0.3787,1.0296,-0.8316,-1.0668,-0.146,0.8903,-2.1565,-0.4171,-2.1886,-1.6032,-2.129,1.2693,1.0764,1.1943,-0.5153,-0.0848,-1.1364,1.3834,-0.3188,1.3271,0.7047,-0.5458,0.3305,-0.1485,0.3833,1.2003,-1.4323,200.5
2019,5,11,12,Spring,1,Residential,17.7,53.8,3.7,0.02,120.5,1423.0,5.6,93.0,10.2,272.7,413.3,160.8,77.7,5.34,33.0,12.22,25.83,10.7,1008.7,7.8,-0.1179,1.8222,-1.4171,0.0289,1.4238,1.1732,0.8391,0.6836,-0.9554,0.8297,-0.2011,-1.7539,-0.0672,-0.0942,-1.3604,-0.8864,0.6884,0.6572,1.538,-0.4585,-1.3022,0.2286,0.881,-2.5589,1.0082,-0.0899,-0.6079,-1.0226,-0.0175,0.7709,294.3
2021,10,21,11,Autumn,1,Industrial,94.3578431829375,32.3,5.4,3.96,71.7,871.0,8.5,84.0,7.3,212.3,313.7,131.1,58.5,4.48,48.2,9.44,19.76,10.7,1008.7,10.2,-1.8753,0.3708,-0.8374,-2.081,-0.2265,-1.2684,0.2384,0.8078,-0.1824,3.3313,-0.7157,-1.9891,0.6528,-0.4697,0.4344,0.6322,-0.9735,-1.4567,-0.6277,-0.1506,2.1172,1.7826,0.1845,-0.2679,-2.7856,-0.647,-1.1728,-0.475,0.3446,1.0305,270.9
2023,11,19,3,Autumn,0,Industrial,19.9,49.8,6.9,1.2,79.2,955.0,1.9,103.0,11.4,146.1,215.5,85.9,39.9,2.98,61.1,6.33,13.16,13.2,1006.3,11.8,-1.2999,-0.2295,-2.777,2.8234,-0.2987,-0.0477,0.1014,-0.5945,-0.2336,0.8716,0.9627,-0.6163,-0.1981,1.2374,1.0317,-0.2752,1.0168,1.1046,-0.9192,-0.7219,1.2302,0.9455,-0.9578,-3.1278,0.4128,1.4594,0.082,0.3407,0.2694,-0.0395,178.5
2021,8,28,3,Monsoon,0,Traffic,44.3,74.5,1.7,0.01,31.0,365.0,4.2,96.0,14.2,101.8,161.5,57.7,28.3,2.1,,,10.68,26.9,999.3,11.7,-0.5548,-0.1165,0.1222,-1.4636,-0.451,-0.0205,0.1191,-1.0594,-0.7664,-0.506,0.8974,2.3992,0.716,-0.9452,1.3555,-0.5608,1.1023,-0.2314,1.1592,2.042,1.7309,-0.043,0.0646,-0.218,0.1384,-0.1929,-0.7111,-0.2644,-0.8112,0.3938,302.3
2022,3,4,13,Spring,0,Industrial,22.3,36.7,18.5,1.03,49.6,602.0,3.8,24.0,17.7,89.7,134.8,52.8,22.9,1.88,64.9,4.18,8.78,13.9,1005.4,12.1,1.2679,-0.1203,1.6461,-1.3894,-0.8403,0.5161,1.2321,0.4352,-0.3143,0.9827,-0.1072,-0.3317,-0.4493,0.9481,1.3225,-0.647,0.7764,0.3628,0.6099,0.3169,-0.8476,-0.5317,-0.3951,-0.8989,-1.1476,-0.8447,2.4442,0.3617,0.8955,0.3621,112.7
2020,4,28,20,Spring,1,Residential,37.1,40.4,9.0,0.41,78.0,934.0,6.2,49.0,17.2,190.6,288.8,111.7,52.4,3.69,64.0,8.47,16.97,24.4,1001.4,9.6,0.5004,-1.0359,0.698,-0.6452,-0.1454,0.2672,1.2939,-1.0101,-0.4356,1.5674,-1.0341,1.5021,-0.2787,-1.9579,1.0812,-0.3842,-0.2881,0.459,0.6229,-0.0393,-1.595,0.015,-2.2595,-0.3318,-1.4201,1.824,-0.5618,-0.6679,0.8554,-0.5195,245.8
2021,11,16,16,Autumn,0,Residential,21.8,45.1,8.0,1.96,62.9,766.0,2.4,77.0,1.9,130.5,,75.9,,2.66,66.2,6.14,13.34,14.1,1007.0,12.3,-0.8001,0.5983,-0.6284,0.0122,0.8621,0.0313,-1.275,0.4771,-1.7697,-1.6279,0.962,1.5666,0.1408,-1.6929,0.1002,-0.9321,-0.6912,-1.9185,-2.2041,1.5232,0.1505,0.4263,-0.0269,-0.5698,-0.5041,-0.6026,0.78,0.0889,-0.2413,-0.2738,149.3
2022,11,6,8,Autumn,0,Industrial,34.0,80.5,0.8,2.27,69.7,850.0,1.8,110.0,16.9,147.8,220.4,88.6,43.8,3.02,72.5,6.78,14.1,22.1,1002.5,11.1,0.2657,-2.0099,0.7303,-0.6524,-2.2913,0.5695,-0.6903,0.9971,0.7741,-1.3321,-0.9793,0.1606,0.9878,-1.9844,-0.2008,-1.2224,-0.1203,1.1803,-1.3548,0.2966,-0.5676,-0.2373,-1.3134,-0.97,-0.6377,-1.0388,-0.2801,-0.7581,-1.0264,1.8199,274.2
2021,8,11,7,Monsoon,0,Residential,34.1,78.0,7.4,1.34,44.6,536.0,2.0,74.0,10.2,103.1,157.5,63.6,32.0,2.22,71.7,,10.22,22.7,1002.8,12.3,-0.0051,0.2814,-0.3102,-0.701,0.0329,-0.0679,0.9678,-0.3757,-0.3624,1.392,-1.855,-0.1648,-0.4118,0.081,0.3106,2.7264,0.4629,-0.2133,-0.0137,0.1992,1.184,-0.5451,-0.5208,-2.4794,1.5502,-1.0918,-0.154,-0.0985,0.093,0.6408,236.4
2020,10,26,1,Autumn,0,Traffic,34.6,22.2,1.0,0.08,68.0,826.0,5.1,96.0,14.0,183.0,274.5,118.8,52.7,3.66,53.1,,17.03,22.6,1002.8,10.0,-0.7398,0.7021,-0.1793,1.3851,1.4073,1.3737,-0.3648,0.8399,-1.4094,0.4923,-0.8326,-0.8724,-0.0177,0.7176,-2.1325,1.1012,0.4806,-0.9078,-0.8927,0.2357,0.1498,-0.6175,-1.3093,-0.4228,-0.8484,0.128,-0.0349,-0.2545,1.5857,-0.1006,232.6
2020,9,3,1,Autumn,0,Traffic,29.5,27.8,,2.13,68.0,818.0,1.0,101.0,8.0,147.1,218.0,93.5,41.3,2.84,65.8,6.68,13.66,18.5,1004.9,12.0,-0.151,-0.0989,0.5669,0.8352,0.5039,0.7127,-0.3237,-0.3927,0.324,1.3519,-1.1036,0.0377,-1.9703,1.6905,0.0592,0.3452,-0.9843,0.8956,0.6837,-0.4769,-1.7654,-0.0576,0.6165,-0.7775,-1.78,0.1381,-0.4894,2.1795,0.508,0.0934,160.1
2019,6,16,23,Monsoon,0,Industrial,38.4,61.6,6.0,,35.5,426.0,2.1,100.0,7.7,64.7,100.4,34.9,17.1,1.23,96.0,2.66,5.64,25.5,1001.5,12.8,-0.3846,0.2289,-0.5406,2.1191,-1.2626,0.5746,0.4656,-0.1808,-1.1579,-1.5982,-2.722,0.5175,-0.4168,0.3636,0.3632,0.05,0.8472,-1.5545,0.1542,0.0828,0.0331,0.0819,-1.518,0.0447,0.9663,1.7538,0.3449,0.0424,-0.2655,0.5257,208.9
2022,12,28,1,Winter,0,Residential,29.4,31.1,4.1,2.55,81.1,981.0,3.0,76.0,13.4,158.7,242.5,94.6,,3.28,78.5,7.06,14.2,20.4,1005.5,11.5,-1.188,0.7669,0.6357,1.624,1.2772,-1.2752,-0.6077,1.4201,-0.6734,0.9399,-0.6175,-0.3017,-0.4315,-0.6783,-3.2748,1.5193,-0.3566,-0.6442,-0.8702,-0.3738,-0.9043,-0.7439,0.1046,1.2276,-2.3842,-0.015,1.0247,-1.0754,-0.8281,0.8098,215.5
2023,5,14,9,Spring,1,Traffic,41.4,81.7,7.1,3.54,22.5,272.0,4.1,63.0,7.3,72.3,111.4,44.8,19.9,1.2,84.7,2.85,6.45,27.7,1001.0,12.6,-0.3412,-1.0362,-1.5708,0.5381,0.0139,0.6995,-1.0685,2.0678,-1.4536,0.5735,-0.0333,0.1918,1.1056,-2.2274,-1.0035,-1.2859,-2.1451,-0.0313,-0.9719,2.1862,-0.4819,-0.0195,1.9152,0.8839,0.5024,-0.9122,0.4887,0.2776,0.4593,-0.5967,277.0
2021,7,18,3,Monsoon,0,Background,11.4,20.4,0.7,0.45,69.6,838.0,4.0,59.0,4.9,167.7,254.6,101.8,48.2,3.31,52.1,7.43,15.63,8.4,1009.4,11.4,1.017,1.537,-0.5073,0.8597,1.1662,-0.8069,-0.5773,0.1712,-0.269,-2.6102,0.4713,1.4378,-0.2271,0.3306,-0.213,0.3435,-1.7749,0.5741,0.3772,-1.0072,-0.4148,0.3548,-0.1377,0.8077,0.2189,-0.8474,-0.1757,1.786,-0.209,0.9937,181.8
2020,2,1,18,Winter,0,Traffic,29.1,46.5,4.5,4.39,109.1,1325.0,1.4,153.0,9.5,197.7,297.6,116.8,55.3,4.18,48.2,8.96,19.12,18.0,1003.8,,0.2789,-1.4487,0.4163,-0.0119,-0.1454,0.0288,-1.543,2.9187,1.4594,-0.3422,-0.1257,-1.0221,1.401,-0.1427,1.26,2.0089,-3.1005,-1.9707,-0.4034,1.5593,2.4521,0.6253,-0.507,1.0971,-0.7591,-0.9867,-1.1001,2.2572,0.3106,-1.0735,225.2
2022,11,5,0,Autumn,1,Industrial,28.5,63.7,1.5,0.78,82.0,1007.0,1.0,98.0,11.3,153.1,232.8,94.4,42.2,3.04,68.4,7.21,15.29,18.3,1003.7,10.3,0.4723,-0.3352,-0.1787,-0.0638,0.3277,0.7807,0.6476,-1.8413,0.7365,1.5544,-1.5911,0.0174,-0.2803,2.3903,0.7435,0.316,1.253,-0.5994,-0.4825,1.2466,0.8704,-0.771,-0.1868,-0.4608,0.7661,0.5589,-1.0143,-0.8272,1.5354,0.6286,217.1
2023,12,25,19,Winter,1,Residential,17.6,86.5,34.8,0.03,81.9,987.0,4.4,128.0,6.2,136.1,200.8,78.8,42.2,2.98,61.1,6.2,13.54,11.3,1007.7,11.5,-1.0447,-0.8698,0.2334,3.2618,-0.7496,-0.1309,0.5589,0.4893,-1.1179,-0.5187,0.306,0.8564,0.5003,0.1257,0.6437,1.0288,0.1913,-1.1172,0.0182,0.1663,-0.3552,0.8968,0.0937,-0.076,1.2186,0.8173,-0.1407,-0.139,0.2803,1.1641,192.8
2019,5,10,21,Spring,0,Background,31.2,59.9,6.6,3.71,42.6,510.0,1.9,70.0,10.2,82.9,126.0,47.9,20.3,1.84,77.5,3.37,,19.8,1003.6,12.5,-1.8721,-0.7051,1.421,-1.0713,-0.2584,1.8378,-0.2385,-1.9388,-2.0258,0.3525,0.4759,-0.9406,0.7722,0.1361,-0.5797,0.3439,-0.5802,-0.3121,-0.7724,0.4936,0.5896,0.373,-1.002,-1.3567,-1.1245,-0.0774,0.6435,-0.8286,-2.3211,-3.2537,202.3
2020,9,4,4,Autumn,1,Industrial,12.6,65.7,9.3,5.69,109.2,1326.0,3.0,115.0,13.7,219.0,328.8,130.4,62.3,4.46,45.7,10.03,21.1,10.0,1008.9,9.8,-0.6281,0.942,-0.6519,0.0355,-0.2574,-0.0122,1.6048,-0.8784,-1.2723,-0.7547,0.3081,-0.754,-0.84,0.9606,-1.1876,-0.4376,-0.287,-0.5283,-0.2573,0.0999,-0.062,-1.0963,0.5803,1.1224,0.3282,-0.6846,0.0837,-1.1019,1.5416,-0.2997,190.1
2021,12,28,17,Winter,0,Traffic,20.1,,,2.13,99.4,1202.0,1.5,78.0,8.9,200.9,298.7,118.6,52.2,4.03,60.5,8.84,19.1,12.4,1005.9,9.9,1.1206,0.0381,-0.5525,0.3483,-0.2181,0.4913,-0.1968,-1.2348,-0.9405,-0.621,-0.3583,1.3957,0.7537,-0.2657,1.2115,-0.1343,0.7724,-1.6158,-0.3903,0.9194,-1.2035,0.2927,2.3365,-0.07,0.2739,0.0372,2.1411,0.0894,0.2657,-0.2696,197.9
2022,9,3,2,Autumn,0,Residential,8.0,76.9,0.8,0.53,43.9,534.0,1.5,87.0,1.4,101.5,159.6,65.3,27.6,2.22,65.8,4.44,9.34,4.6,1010.0,12.8,-1.5483,-0.9627,0.9706,-2.1294,1.0659,0.5908,-0.5021,-1.4909,-0.4003,1.0596,-0.2869,0.5303,0.6755,0.0036,1.2119,-0.0587,-1.2318,1.1367,-0.7017,1.5646,-0.1669,0.4095,0.3147,-0.3636,1.0624,2.8166,-1.2385,-0.0759,-0.4661,0.3665,176.3
2020,7,10,23,Monsoon,0,Residential,40.0,65.5,29.8,0.58,53.1,634.0,4.8,82.0,18.4,91.4,138.3,56.2,23.7,1.82,86.9,3.87,7.65,25.6,1000.4,14.4,0.0783,-0.2842,1.6929,-0.0232,0.752,-1.5825,-0.3379,0.1315,1.6248,1.1011,0.6096,0.1935,-0.014,0.2877,0.7707,-0.607,0.5634,-1.4449,-0.1284,0.3597,-0.5209,-0.4928,-0.334,0.03,0.6393,-0.4014,1.2633,1.1498,1.2212,0.5491,240.1
2023,4,21,12,Spring,0,Background,23.9,73.3,2.7,1.26,96.4,1158.0,3.5,69.0,14.7,207.1,307.3,125.8,57.7,3.95,64.3,9.4,19.93,16.6,1006.0,9.8,-1.103,0.1426,0.5036,0.1973,1.0771,0.0374,0.5228,-0.8245,0.9972,-0.0891,-1.4597,-0.5939,-1.6327,0.6769,-0.0727,0.9852,-0.3865,-0.646,-1.5334,-1.6435,-0.1692,-0.6232,1.6632,0.4999,0.0453,1.7109,2.0585,-0.6943,-0.6366,-0.0419,247.6
2021,8,25,2,Monsoon,0,Residential,45.0,73.6,4.4,4.56,109.9,1313.0,2.6,69.0,15.9,230.9,345.9,136.8,64.4,4.7,57.0,10.57,21.87,29.2,1001.3,10.2,1.7478,-0.3555,1.4297,0.6304,1.5311,-0.1662,-0.7468,1.1746,0.6613,0.2876,0.3711,-1.0103,-0.4039,-0.5893,0.2909,-0.1493,-0.2014,-0.3576,-1.6609,-0.2628,-0.5384,-2.0963,-0.3723,1.1365,-0.2419,1.8405,-0.7892,1.7592,-0.4704,0.1487,338.1
2020,7,13,4,Monsoon,1,Background,33.2,79.6,8.4,0.32,33.4,410.0,3.2,87.0,6.2,94.5,143.0,64.5,24.3,1.92,81.6,4.46,9.0,20.7,1003.3,12.4,0.7601,0.3282,-1.2335,1.7442,0.8942,1.4258,-0.7848,1.0386,1.872,0.0402,0.4357,0.5378,0.5845,-1.1231,0.543,-0.0919,0.1802,0.9184,0.0192,-0.9611,-0.0698,-1.3694,-0.0047,2.1119,-0.6353,0.2659,-0.1902,-0.4924,-0.5287,2.2118,221.9
2019,4,19,6,Spring,0,Residential,30.0,20.9,0.5,3.5,39.9,484.0,2.2,75.0,6.6,99.2,153.4,55.6,26.2,2.07,,,9.92,19.4,1003.8,12.6,0.1507,-0.5988,-1.7924,2.0143,1.4861,-0.5009,1.0209,0.5513,-0.4753,0.2364,-1.4964,-1.6142,1.0577,0.0083,0.0103,0.4439,-0.2804,0.0936,-0.4636,0.8275,1.2924,1.7899,0.2512,-1.0712,-0.356,0.7852,0.921,1.4169,0.0041,-0.5262,154.6
2019,2,10,18,Winter,0,Residential,20.7,32.6,13.3,0.69,61.4,725.0,3.3,91.0,2.0,130.1,197.6,80.7,34.6,2.73,60.0,,12.28,13.3,1007.3,11.2,1.5542,-0.6796,0.3532,-1.121,0.4061,0.7075,-0.3299,1.569,-0.7876,0.4386,-0.3928,-0.1772,0.3815,1.999,-1.1272,-0.7587,0.356,0.1508,-1.7366,0.0626,-0.1295,1.1151,-1.7709,-0.2543,0.9081,-1.911,-0.2967,0.0772,2.1049,-0.9042,126.5
2022,2,9,18,Winter,1,Traffic,16.6,72.2,6.2,3.31,10.7,118.0,2.5,70.0,22.2,42.5,,31.4,16.6,0.94,79.4,1.81,3.52,9.3,1007.3,13.6,-2.0211,-0.1682,0.7592,-0.331,-0.6023,-1.0072,-0.2489,-0.1107,0.1153,-1.4661,-0.4678,1.3952,-0.7959,0.7756,-0.084,1.5353,-1.9772,-1.7692,-0.8181,-1.5327,-0.3532,0.1126,-2.1642,0.6492,0.8647,0.0518,0.7075,0.6915,0.5992,-0.7911,137.1
2019,3,13,22,Spring,0,Residential,30.7,95.3,2.6,5.06,65.5,801.0,8.6,104.0,6.2,210.4,317.5,127.5,56.3,4.16,64.5,9.79,20.35,20.1,1003.6,9.8,-2.0023,0.0903,-0.9753,-1.0979,-0.6704,0.3853,-0.9432,0.7834,1.3458,-2.4233,-0.5129,-2.5336,0.418,-0.2695,0.0525,0.2946,1.5498,1.2228,-0.5188,-0.1544,0.9177,1.151,-1.4565,0.1618,-0.045,1.1825,-1.3194,0.151,-0.1923,-0.8647,350.0
2023,1,3,9,Winter,0,Background,25.4,,0.5,1.12,94.6,1138.0,2.1,78.0,10.9,195.0,292.1,117.6,55.4,3.76,61.4,8.92,18.99,16.7,1006.2,10.3,1.5508,0.6378,-1.943,0.6364,0.5392,0.5566,-1.3534,1.361,0.4781,0.3548,-0.6625,1.0468,-0.8006,-0.4667,-0.9257,0.5028,0.0379,1.0315,-0.2829,-0.4201,-1.2758,-0.2915,-0.5603,-1.5628,0.0055,-0.313,1.004,0.0726,0.4052,-0.1737,227.8
